id,input_text,target_text
3519,please inspect the bathroom,INSPECTING(Ground('the bathroom'))
3557,take the laptop that is on the table on the couch,"BRINGING(Theme('the laptop'), Goal('on the couch')) - BEING_LOCATED(Theme('that'), Location('on the table'))"
3493,could you please move forward,"MOTION(Theme('you'), Direction('forward'))"
3510,may you please move towards the washing machine and turn it on,"MOTION(Theme('you'), Goal('towards the washing machine')) - CHANGE_OPERATIONAL_STATE(Agent('you'), Device('it'), Operational_state('on'))"
3534,robot go to the bathroom through the main door,"MOTION(Goal('to the bathroom'), Path('through the main door'))"
3515,please go to the kitchen and inspect the sink,MOTION(Goal('to the kitchen')) - INSPECTING(Ground('the sink'))
3554,take the cover on the bed in the bedroom,"BRINGING(Theme('the cover'), Goal('on the bed in the bedroom'))"
3648,robot release the pillow on the bed,"RELEASING(Theme('the pillow'), Goal('on the bed'))"
3649,watch the tv with me,PERCEPTION_ACTIVE(Phenomenon('the tv'))
3628,look at marco,PERCEPTION_ACTIVE(Phenomenon('at marco'))
3609,connect to the web please,ATTACHING(Goal('to the web'))
3627,look at daniel,PERCEPTION_ACTIVE(Phenomenon('at daniel'))
3643,robot give her some milk,"GIVING(Recipient('her'), Theme('some milk'))"
3637,reach the dining room from the living room,"ARRIVING(Goal('the dining room'), Path('from the living room'))"
3634,please enter the bedroom slowly turn left and turn off the lights,"ARRIVING(Goal('the bedroom'), Manner('slowly')) - CHANGE_DIRECTION(Direction('left')) - CHANGE_OPERATIONAL_STATE(Operational_state('off'), Device('the lights'))"
3616,go to the bedroom and release the pillow on the bed,"MOTION(Goal('to the bedroom')) - RELEASING(Theme('the pillow'), Goal('on the bed'))"
3632,move to the dining room and take the fork near the plate on the table,"MOTION(Goal('to the dining room')) - BRINGING(Theme('the fork'), Goal('near the plate on the table'))"
3613,enter the house by the back door,"ARRIVING(Goal('the house'), Path('by the back door'))"
3633,move to the kitchen and grasp the spoon near the knife on the table,MOTION(Goal('to the kitchen')) - MANIPULATION(Entity('the spoon near the knife on the table'))
3639,robot attach the shelf to the wall please,"ATTACHING(Item('the shelf'), Goal('to the wall'))"
3614,give me the keys please,"GIVING(Recipient('me'), Theme('the keys'))"
3636,please robot connect the microwave to the socket,"ATTACHING(Item('the microwave'), Goal('to the socket'))"
3635,please grab the cover on the bed in the living room,TAKING(Theme('the cover on the bed in the living room'))
3641,robot disconnect yourself from the power supplies,"ATTACHING(Item('yourself'), Goal('from the power supplies'))"
3611,enter the bathroom please,ARRIVING(Goal('the bathroom'))
3638,reach the kitchen from the corridor and give me the pan,"ARRIVING(Goal('the kitchen'), Path('from the corridor')) - GIVING(Recipient('me'), Theme('the pan'))"
3626,grasp the book on the table near the wine glass,MANIPULATION(Entity('the book on the table near the wine glass'))
3612,enter the building via backstairs,"ARRIVING(Goal('the building'), Path('via backstairs'))"
3646,robot please connect the laptop to the internet socket,"ATTACHING(Item('the laptop'), Goal('to the internet socket'))"
3608,connect the small wire to the wall,"ATTACHING(Item('the small wire'), Goal('to the wall'))"
3610,disconnect yourself from the power socket,"ATTACHING(Item('yourself'), Goal('from the power socket'))"
3622,go to the living room and take the book near the pillow on the couch,"MOTION(Goal('to the living room')) - BRINGING(Theme('the book near the pillow'), Goal('on the couch'))"
3617,go to the bedroom and take the mobile near the pillow on the bed,"MOTION(Goal('to the bedroom')) - BRINGING(Theme('the mobile near the pillow'), Goal('on the bed'))"
3640,robot disconnect the tv from the socket,"ATTACHING(Item('the tv'), Goal('from the socket'))"
3629,look at the table and leave the box on it,"PERCEPTION_ACTIVE(Phenomenon('at the table')) - RELEASING(Theme('the box'), Goal('on it'))"
3623,grab the cover on the bed in the bedroom,TAKING(Theme('the cover on the bed in the bedroom'))
3619,go to the kitchen and look at the window,MOTION(Goal('to the kitchen')) - PERCEPTION_ACTIVE(Phenomenon('at the window'))
3620,go to the kitchen and take the glass near the bottle on the table,MOTION(Goal('to the kitchen')) - TAKING(Theme('the glass near the bottle on the table'))
3647,robot please grasp the book near the glass on the table,MANIPULATION(Entity('the book near the glass on the table'))
3630,look for daniel,LOCATING(Sought_entity('for daniel'))
3618,go to the corridor and take the ruler near the box on the shelf,"MOTION(Goal('to the corridor')) - BRINGING(Theme('the ruler'), Goal('near the box on the shelf'))"
3631,move to the bedroom and take the mouse near the laptop on the bed,MOTION(Goal('to the bedroom')) - TAKING(Theme('the mouse near the laptop on the bed'))
3645,robot grab the box on the floor and inspect it,TAKING(Theme('the box on the floor')) - INSPECTING(Ground('it'))
3625,grab the phone near the tv on the table,TAKING(Theme('the phone near the tv on the table'))
3621,go to the living room and grasp the guitar near the phone on the sofa,MOTION(Goal('to the living room')) - MANIPULATION(Entity('the guitar near the phone on the sofa'))
3642,robot enter the house through the kitchen door,"ARRIVING(Goal('the house'), Path('through the kitchen door'))"
3615,go to the bedroom and grasp the mobile near the pillow on the bed,MOTION(Goal('to the bedroom')) - MANIPULATION(Entity('the mobile near the pillow on the bed'))
3624,grab the cover on the sofa in the living room,TAKING(Theme('the cover on the sofa in the living room'))
3644,robot give me the remote controller and switch off the lights please,"GIVING(Recipient('me'), Theme('the remote controller')) - CHANGE_OPERATIONAL_STATE(Operational_state('off'), Device('the lights'))"
