id,prompt
5682,"Robot please bring me the object at the left of the apple from the end table"
5683,"Robot please meet Skyler at the exit, follow her, and take her back"
5684,"Go to the desk, meet Francis, and follow him"
5685,"Robot please locate the tray in the living room"
5686,"Go to the exit, meet Skyler, and accompany him to the bookcase"
5687,"Go to the entrance, meet Linda, and follow her"
5688,"Could you please Tell me the gender of the person at the sink"
5689,"Could you grasp the bowl from the desk and place it on the counter"
5690,"Navigate to the entrance, meet Charlie, and follow her"
5691,"Tell me what's the largest cutlery on the cupboard"
5692,"Locate the tray in the living room"
5693,"Answer a question to the person raising their right arm in the kitchen"
5694,"Accompany Mary from the desk to the exit"
5695,"Could you contact James at the entrance and introduce it to Mary at the end table"
5696,"Meet Francis at the desk and follow her to the bedroom"
5697,"Follow Francis"
5698,"Could you meet Skyler at the dining table, follow her, and navigate to the bedroom"
5699,"Could you please take Skyler to the end table, you will find her at the couch"
5700,"Tell me the pose of the person in the dining room"
5701,"Could you please get the cloth from the end table and give it to me"
5702,"Please locate three containers in the kitchen"
5703,"Could you locate the fruits in the bedroom"
5704,"Follow John from the bookcase to the bedroom"
5705,"Answer a question to the person pointing to the left in the living room"
5706,"Meet Charlie at the desk, follow him, and go to the corridor"
5707,"Could you the dining room"
5708,"Bring the paprika from the kitchen to the desk"
5709,"Robot please Tell me the gender of the person at the exit"
5710,"Find Robin at the couch and ask him to leave"
5711,"Meet William at the dining table, follow him, and lead him back"
5712,"Please follow Robert from the sink to the dining room"
5713,"Could you please meet Elizabeth at the dining table, follow her, and navigate to the living room"
5714,"Meet Skyler at the couch and take her to the entrance"
5715,"Go to the dining table, meet Francis, and follow her"
5716,"Give me the thinnest cutlery from the dining table"
5717,"Take my baggage to the taxi"
5718,"Meet Francis at the bookcase and escort him to the desk"
5719,"Meet Francis at the couch, follow her, and navigate to the kitchen"
5720,"Meet Robert at the exit, follow him, and go to the kitchen"
5721,"Please accompany Skyler to the desk"
5722,"Could you please meet James at the desk, follow him, and guide him back"
5723,"Could you deliver drinks to everyone in the living room."
5724,"Please dump the debris"
5725,"Meet James at the desk and follow him"
5726,"Look for a person waving in the corridor and answer a question"
5727,"Could you please look for the fruits in the living room"
5728,"Could you please look for a person waving in the bedroom and tell your team's name"
5729,"Navigate to the couch, meet Elizabeth, and guide her"
5730,"Bring me the apple from the storage table"
5731,"Could you give me the thinnest snacks from the desk"
5732,"Could you navigate to the end table, meet Skyler, and take him"
5733,"Grasp the cloth from the side table and place it on the desk"
5734,"Could you Tell me the name of the person at the end table"
5735,"Escort Skyler to the sink, you will find her at the bookcase"
5736,"Find a person standing in the kitchen and say a joke"
5737,"Could you Tell me the gender of the person in the corridor"
5738,"Lead Alex from the entrance to the desk"
5739,"Provide snacks to all the children in the kitchen."
5740,"Please go to the dining table, meet Robert, and follow him"
5741,"Robot please escort Skyler to the desk, you may find her at the couch"
5742,"Bring me the biggest drinks from the counter"
5743,"Get the tray from the storage table and place it on the dining table"
5744,"Go to the couch, meet Alex, and follow her"
5745,"Meet Charlie at the entrance, follow him, and guide him back"
5746,"Go to the end table, meet John, and accompany him to the dining table"
5747,"Please Tell me what's the heaviest object on the side table"
5748,"Bring me the apple from the dining table"
5749,"Navigate to the bookcase, meet Skyler, and follow her"
5750,"Go to the living room, find a person pointing to the left, and tell a joke"
5751,"Tell me how many scrubby there are on the storage table"
5752,"Bring me the object behind the orange from the side table"
5753,"Please bring me the food"
5754,"Answer a question to the person waving in the dining room"
5755,"Deliver snacks to me"
5756,"Locate a person pointing to the left in the dining room and answer a question"
5757,"Please navigate to the kitchen, look for a male person, and answer a question"
5758,"Tell me what's the thinnest object on the side table"
5759,"Robot please meet Jennifer at the desk and follow her to the dining room"
5760,"Meet John at the dishwasher and follow him"
5761,"Lead Linda to the desk, you will find her at the dining table"
5762,"Robot please follow Robin"
5763,"Follow Elizabeth from the dining table to the living room"
5764,"Robot please contact Jennifer at the dining table and ask her to leave"
5765,"Greet Mary at the desk and ask her to leave"
5766,"Robot please meet Robert at the dishwasher, follow him, and navigate to the kitchen"
5767,"Tell the time to the person waving in the dining room"
5768,"Could you please meet Skyler at the entrance, follow her, and navigate to the living room"
5769,"Robot please bring the orange from the bedroom to the dining table"
5770,"Go to the bookcase, meet Skyler, and escort her to the dishwasher"
5771,"Dump the trash"
5772,"Could you please find Alex at the exit and introduce it to Charlie at the bed"
5773,"Meet Robin and lead her"
5774,"Could you give me the smallest object from the dining table"
5775,"Please meet Robin at the sink and follow him"
5776,"Could you please navigate to the desk, meet Jennifer, and escort her to the couch"
5777,"Please follow Alex"
5778,"Meet Mary at the sink, follow her, and go to the kitchen"
5779,"Could you say what day is tomorrow to the person raising their left arm in the corridor"
5780,"Contact Skyler at the bed and lead her to her taxi"
5781,"Navigate to the side table, find the tray, and bring it to me"
5782,"Could you please deliver cleaning stuff to the person raising their right arm in the bedroom"
5783,"Could you face James at the rear entrance and introduce him to everyone in the dining room."
5784,"The corridor"
5785,"Navigate to the dishwasher, meet Charlie, and follow him"
5786,"Deliver cleaning stuff to the person pointing to the right in the bedroom"
5787,"Could you bring me the sponge"
5788,"Bring me the fruits"
5789,"Tell me how many people in the bedroom are boys"
5790,"Robot please follow Robert from the desk to the kitchen"
5791,"Go to the end table, meet John, and follow him"
5792,"Meet Robin at the bookcase, follow her, and go to the bedroom"
5793,"Find Robert at the end table and escort him to his uber"
5794,"Tell me how many cleaning stuff there are on the bookcase"
5795,"Locate the cleaning stuff in the dining room"
5796,"Could you navigate to the desk, meet Alex, and lead her to the end table"
5797,"Could you meet Skyler at the dishwasher, follow her, and go to the kitchen"
5798,"Locate a female person in the living room and answer a question"
5799,"Give fruits to the person raising their right arm in the corridor"
5800,"Could you please meet Francis at the end table, follow her, and guide her back"
5801,"Bring me the object under the orange from the bookcase"
5802,"Robot please look for the cleaning stuff in the dining room"
5803,"Robot please meet Jennifer at the couch, follow her, and navigate to the bedroom"
5804,"Follow Alex from the dining table to the kitchen"
5805,"Please face Jennifer at the desk and introduce it to Elizabeth at the sink"
5806,"Tell me what's the largest object on the end table"
5807,"Tell me the pose of the person at the exit"
5808,"Could you Tell me the pose of the person at the bookcase"
5809,"Give me the cutlery"
5810,"Give me the drinks"
5811,"Could you please navigate to the cupboard, locate the tray, and deliver it to me"
5812,"Bring me the sprite"
5813,"Please follow Linda from the bookcase to the corridor"
5814,"Could you greet Alex at the dishwasher and ask her to leave"
5815,"Robot please meet James at the couch, follow him, and go to the dining room"
5816,"Tell me what's the lightest object on the storage table"
5817,"Could you please take out the trash"
5818,"Meet Robin at the end table, follow her, and go to the dining room"
5819,"Meet John at the entrance, follow him, and navigate to the kitchen"
5820,"Could you face Robert at the end table and introduce it to James at the couch"
5821,"Follow Patricia from the entrance to the kitchen"
5822,"Give me the biggest snacks from the bookcase"
5823,"Lead John to the dishwasher"
5824,"Go to the end table, meet Robin, and follow him"
5825,"Look for a woman in the bedroom and say your team's affiliation"
5826,"Meet Patricia at the couch, follow her, and guide her back"
5827,"Face Alex at the dishwasher and introduce it to William at the desk"
5828,"Could you go to the desk, meet Skyler, and take him to the desk"
5829,"Robot please tell me how many people in the kitchen are boys"
5830,"Bring me the lightest cutlery from the dining table"
5831,"Could you please meet Jennifer and escort her"
5832,"Follow Robin from the couch to the bedroom"
5833,"Robot please navigate to the kitchen, locate a boy, and tell your team's affiliation"
5834,"Meet Francis at the dining table and follow her"
5835,"Navigate to the sink, meet Patricia, and follow her"
5836,"Could you please navigate to the bed, meet John, and escort him"
5837,"Bring me the lightest fruits from the dining table"
5838,"Could you please take William from the sink to the couch"
5839,"Locate three fruits in the living room"
5840,"Meet Skyler at the bookcase, follow her, and go to the kitchen"
5841,"Go to the entrance, meet Robert, and take him to the entrance"
5842,"Could you tell me how many people in the bedroom are men"
5843,"Meet Skyler at the bed, follow him, and escort him back"
5844,"Could you take out the litter"
5845,"Please give me the right most object from the dining table"
5846,"Contact Alex at the entrance and introduce it to Francis at the bookcase"
5847,"Take the tray from the cupboard and put it on the end table"
5848,"Find Robert at the exit and introduce it to Skyler at the desk"
5849,"Robot please take the spoon to the end table"
5850,"Please arrange drinks to everyone in the dining room."
5851,"The living room"
5852,"Could you please meet Francis and accompany him"
5853,"Please meet Robin at the sink and follow him"
5854,"Please lead Elizabeth from the exit to the dishwasher"
5855,"Place the bowl on the side table"
5856,"Tell me the gender of the person in the bedroom"
5857,"Please find a person raising their left arm in the dining room and answer a question"
5858,"Navigate to the bookcase, meet Robin, and follow him"
5859,"Could you deliver the bowl to me"
5860,"Please bring me the orange from the counter"
5861,"Bring fruits to the person waving in the bedroom"
5862,"Follow Robin from the desk to the living room"
5863,"Meet William at the exit, follow him, and escort him back"
5864,"Please dump the waste"
5865,"Could you the dining room"
5866,"Escort Elizabeth to the end table"
5867,"Bring me the left most object from the end table"
5868,"Meet James at the exit, follow him, and navigate to the bedroom"
5869,"Find Linda at the couch and introduce it to Patricia at the dishwasher"
5870,"Take Elizabeth from the entrance to the sink"
5871,"Navigate to the kitchen, find a person sitting, and answer a question"
5872,"Give me the tableware"
5873,"Please grasp the tray from the side table and give it to me"
5874,"Meet Elizabeth at the dining table and follow her"
5875,"Robot please look for the cutlery in the dining room"
5876,"Could you please meet Mary at the end table, follow her, and go to the dining room"
5877,"Bring the tray to me"
5878,"Tell me how many containers there are on the desk"
5879,"Tell me how many cloth there are on the sink"
5880,"Robot please meet Linda at the end table and lead her to the entrance"
5881,"Robot please meet Skyler at the desk, follow him, and go to the bedroom"
5882,"Locate the fruits in the bedroom"
5883,"Could you guide Alex from the dishwasher to the desk"
5884,"Robot please navigate to the sink, meet Alex, and accompany him"
5885,"Please meet Mary at the entrance, follow her, and go to the dining room"
5886,"Could you greet Jennifer at the bed and introduce it to James at the entrance"
5887,"Find the snacks in the bedroom"
5888,"Could you please go to the exit, meet Robert, and follow him"
5889,"Follow Francis"
5890,"Take my bag to the taxi"
5891,"Could you meet Robin at the end table and follow her"
5892,"Tell me which are the three heaviest containers on the counter"
5893,"Could you meet Francis at the bookcase, follow him, and lead him back"
5894,"Robot please find the tableware in the living room"
5895,"Greet Robin at the bed and ask her to leave"
5896,"Meet John at the sink and guide him to the couch"
5897,"Go to the sink, locate the paprika, and place it on the bookcase"
5898,"Please go to the end table, meet Robin, and follow her"
5899,"Could you meet William at the end table and follow him to the kitchen"
5900,"Robot please follow John"
5901,"Lead Michael from the end table to the bookcase"
5902,"Locate three snacks in the kitchen"
5903,"Tell me how many bowl there are on the counter"
5904,"Meet Robin at the dishwasher, follow him, and navigate to the kitchen"
5905,"Could you give me the object behind the cup from the storage table"
5906,"Accompany Skyler to the couch"
5907,"Navigate to the corridor, look for a person raising their left arm, and tell what day is today"
5908,"Tell me which are the three largest fruits on the desk"
5909,"Robot please meet Skyler at the exit, follow her, and go to the dining room"
5910,"Please look for a person pointing to the right in the corridor and tell the time"
5911,"Look for three tableware in the dining room"
5912,"Could you grasp the bowl from the side table and put it on the sink"
5913,"Tell me the pose of the person at the dining table"
5914,"Could you please go to the dining table, meet Alex, and accompany her to the exit"
5915,"Please follow Francis from the bookcase to the living room"
5916,"Could you navigate to the sink, meet Jennifer, and follow her"
5917,"Guide Charlie from the bookcase to the bed"
5918,"Face William at the exit and ask him to leave"
5919,"Robot please guide Michael to the bed, you will find him at the desk"
5920,"Go to the desk, meet Francis, and lead him"
5921,"Go to the desk, meet Francis, and escort her to the couch"
5922,"Meet Robin at the bed and follow her to the living room"
5923,"Navigate to the dining table, meet Mary, and follow her"
5924,"Could you lead Patricia to the couch"
5925,"Greet Linda at the entrance and introduce it to Francis at the sink"
5926,"Could you please bring me the object above the orange from the dining table"
5927,"Could you find three tableware in the living room"
5928,"Could you go to the bed, meet Francis, and guide him"
5929,"Tell me how many people in the corridor are standing"
5930,"Please bring me the fruits"
5931,"Tell me what's the largest object on the cupboard"
5932,"Could you bring me the fruits"
5933,"Get the bowl from the dining table and place it on the bookcase"
5934,"Tell me how many tableware there are on the storage table"
5935,"Robot please bring the pringles to the counter"
5936,"Locate a woman in the bedroom and answer a question"
5937,"Please follow John from the couch to the living room"
5938,"Lead John from the sink to the end table"
5939,"Navigate to the dishwasher, meet Elizabeth, and follow her"
5940,"Please give drinks to the person raising their right arm in the bedroom"
5941,"Guide Skyler from the bed to the exit"
5942,"Bring me the fruits"
5943,"Please contact James at the couch and ask him to leave"
5944,"Go to the exit, meet Patricia, and escort her"
5945,"Robot please bring me the bowl"
5946,"Meet Alex at the dishwasher and follow him to the dining room"
5947,"Contact William at the dishwasher and introduce it to Charlie at the couch"
5948,"Please find William at the bookcase and ask him to leave"
5949,"Could you please go to the cupboard, look for the paprika, and place it on the sink"
5950,"Locate three snacks in the corridor"
5951,"Could you meet John at the entrance, follow him, and accompany him back"
5952,"Follow Robin from the exit to the living room"
5953,"Follow Patricia from the couch to the corridor"
5954,"Could you meet Elizabeth at the dishwasher and lead her to the bed"
5955,"Please bring the paprika from the dining room to the sink"
5956,"Give me the thinnest object from the bookcase"
5957,"Go to the desk, meet Skyler, and follow him"
5958,"Meet Robin at the sink and follow her to the kitchen"
5959,"Follow Robin from the bookcase to the kitchen"
5960,"Bring me the drinks"
5961,"Could you please locate the drinks in the corridor"
5962,"Meet William at the bed, follow him, and take him back"
5963,"Escort Skyler to the sink"
5964,"Look for the tray in the kitchen"
5965,"Meet Michael at the dining table, follow him, and accompany him back"
5966,"Could you Tell me the gender of the person in the living room"
5967,"Pick up the bowl from the storage table and place it on the dining table"
5968,"Guide Alex to the bookcase"
5969,"Bring my baggage to the cab"
5970,"Please navigate to the end table, locate the bowl, and deliver it to me"
5971,"Arrange snacks to all the people in the bedroom."
5972,"Follow Robin from the entrance to the dining room"
5973,"Meet Robert at the bookcase, follow him, and navigate to the dining room"
5974,"Find three tableware in the living room"
5975,"Find John at the end table and introduce it to Alex at the entrance"
5976,"Meet James at the entrance and lead him to the dishwasher"
5977,"Tell me how many people in the living room are girls"
5978,"Locate three drinks in the bedroom"
5979,"Robot please take Alex from the end table to the desk"
5980,"Take my bag to the uber"
5981,"Tell me how many people in the corridor are male"
5982,"Take Skyler to the end table, you may find him at the dining table"
5983,"Please meet Francis at the dining table, follow her, and accompany her back"
5984,"Look for a person raising their left arm in the corridor and answer a question"
5985,"Could you please deliver the bowl to me"
5986,"Find Michael at the exit and introduce it to Skyler at the couch"
5987,"Meet Patricia at the exit, follow her, and navigate to the bedroom"
5988,"Could you please follow Robin from the exit to the bedroom"
5989,"Could you please locate the containers in the living room"
5990,"Tell me the pose of the person in the living room"
5991,"Robot please follow Charlie"
5992,"Could you go to the corridor, locate a person raising their right arm, and answer a question"
5993,"Give fruits to me"
5994,"Guide John to the dining table, you can find him at the entrance"
5995,"Find Skyler at the couch and accompany her to her taxi"
5996,"Give drinks to me"
5997,"Could you please go to the end table, meet Robin, and follow her"
5998,"Meet John at the end table, follow him, and lead him back"
5999,"Go to the dining room, find a person sitting, and say what day is tomorrow"
6000,"Look for the cloth in the bedroom"
6001,"Greet Alex at the end table and introduce it to Francis at the desk"
6002,"Go to the dishwasher, meet William, and follow him"
6003,"Contact Skyler at the front entrance and introduce him to everyone in the living room."
6004,"Robot please take Linda to the exit"
6005,"Give me the tableware"
6006,"Please greet William at the entrance and take him to his taxi"
6007,"Bring me the object at the left of the orange from the storage table"
6008,"Could you go to the bed, meet Mary, and follow her"
6009,"Please Tell me what's the largest object on the cupboard"
6010,"Give me the cutlery"
6011,"Give me the object behind the orange from the bookcase"
6012,"Navigate to the entrance, meet Alex, and take her to the bookcase"
6013,"Take Robert to the dishwasher, you can find him at the dining table"
6014,"Robot please Tell me what's the heaviest drinks on the storage table"
6015,"Could you meet Linda at the entrance, follow her, and accompany her back"
6016,"Bring me the thinnest object from the counter"
6017,"Robot please follow Elizabeth from the bed to the bedroom"
6018,"Please bring the cereal to the side table"
6019,"Tell me how many snacks there are on the cupboard"
6020,"Robot please Tell me the pose of the person at the desk"
6021,"Could you please meet Robin at the sink, follow her, and lead her back"
6022,"Could you meet Skyler at the desk, follow her, and lead her back"
6023,"Distribute snacks to all the people in the bedroom."
6024,"Take Alex from the bed to the couch"
6025,"Tell me the name of the person at the entrance"
6026,"Tell me how many food there are on the end table"
6027,"Robot please meet Robin at the desk and lead him to the exit"
6028,"Find Robin at the main door and introduce him to everyone in the kitchen."
6029,"Accompany Francis to the dishwasher"
6030,"Please deliver fruits to me"
6031,"Navigate to the exit, meet James, and lead him to the bed"
6032,"Tell me the name of the person at the bookcase"
6033,"Please navigate to the desk, meet Francis, and accompany him"
6034,"Take Mary from the exit to the sink"
6035,"Meet Robert at the bed and follow him to the living room"
6036,"Robot please Tell me the pose of the person at the dishwasher"
6037,"Tell me the pose of the person at the entrance"
6038,"Take out the litter"
6039,"Please tell me which are the three biggest objects on the side table"
6040,"Could you bring me the left most object from the desk"
6041,"Could you please navigate to the side table, look for the tray, and place it on the storage table"
6042,"Please bring me the food"
6043,"Accompany Robin from the entrance to the sink"
6044,"Contact Charlie at the sink and take her to her uber"
6045,"Look for a male person in the corridor and say your team's affiliation"
6046,"Could you face John at the back door and introduce him to all the guests in the corridor."
6047,"Take the cloth from the end table and place it on the end table"
6048,"Could you find three cutlery in the corridor"
6049,"Greet Michael at the end table and introduce it to Skyler at the dining table"
6050,"Follow William from the sink to the bedroom"
6051,"Could you please greet Charlie at the entrance and ask him to leave"
6052,"Meet Francis at the bookcase and lead him to the exit"
6053,"Could you please give me the fruits"
6054,"Navigate to the exit, meet Linda, and follow her"
6055,"Meet Charlie at the couch, follow him, and take him back"
6056,"Take Charlie from the sink to the bed"
6057,"Could you Tell me how many cutlery there are on the storage table"
6058,"Please give snacks to all the guests in the kitchen."
6059,"Could you Tell me what's the heaviest object on the end table"
6060,"Contact Elizabeth at the rear entrance and introduce her to everyone in the kitchen."
6061,"Could you please go to the counter, find the bowl, and place it on the sink"
6062,"Could you dump the trash"
6063,"Please arrange drinks to all the elders in the bedroom."
6064,"Robot please greet Michael at the dishwasher and take him to his taxi"
6065,"Please serve snacks to everyone in the dining room."
6066,"Could you please bring the apple from the dining room to the side table"
6067,"Tell me how many people in the dining room are boys"
6068,"Could you meet John and take him"
6069,"The dining room"
6070,"Meet Mary at the dining table and accompany her to the entrance"
6071,"Please meet Francis at the desk and follow her to the corridor"
6072,"Tell me how many people in the kitchen are girls"
6073,"Could you please find Robin at the couch and ask her to leave"
6074,"Robot please distribute drinks to everyone in the bedroom."
6075,"Robot please find Michael at the exit and accompany him to his uber"
6076,"Please Tell me how many apple there are on the end table"
6077,"Escort Robin from the sink to the bed"
6078,"Bring me the fruits"
6079,"Could you please dump the waste"
6080,"Follow Charlie from the dining table to the dining room"
6081,"Tell me how many people in the bedroom are standing"
6082,"Could you take the cloth from the side table and put it on the end table"
6083,"Meet William at the end table, follow him, and accompany him back"
6084,"Bring me the right most object from the desk"
6085,"Could you give me the cleaning stuff"
6086,"Take the grape juice to the storage table"
6087,"Could you please take the orange from the dining room to the desk"
6088,"Meet Robin at the desk, follow him, and take him back"
6089,"Meet Skyler at the entrance and follow her"
6090,"Please give me the largest object from the end table"
6091,"Could you bring me the left most object from the desk"
6092,"Give me the right most object from the side table"
6093,"Please escort Francis to the exit"
6094,"Robot please contact Elizabeth at the entrance and ask her to leave"
6095,"Find Alex at the desk and ask him to leave"
6096,"Escort Charlie to the couch, you will find her at the dishwasher"
6097,"Please meet Alex at the end table, follow him, and escort him back"
6098,"Please go to the bookcase, meet Alex, and follow her"
6099,"Please Tell me the pose of the person at the sink"
6100,"Please navigate to the desk, meet Patricia, and lead her to the bed"
6101,"Follow John"
6102,"Tell me how many people in the living room are girls"
6103,"Robot please meet Skyler at the couch and follow her to the corridor"
6104,"Robot please find Alex at the dining table and ask her to leave"
6105,"Could you please deliver fruits to the person waving in the bedroom"
6106,"Robot please grasp the bowl from the bookcase and deliver it to me"
6107,"Meet Alex at the bed, follow him, and navigate to the living room"
6108,"Could you please meet Francis at the entrance, follow him, and go to the bedroom"
6109,"Go to the living room, locate a man, and tell a joke"
6110,"Give me the right most object from the cupboard"
6111,"Navigate to the dishwasher, meet Linda, and lead her"
6112,"Face Mary at the front entrance and introduce her to everyone in the corridor."
6113,"Could you face Alex at the dishwasher and ask him to leave"
6114,"Meet Jennifer at the bed, follow her, and escort her back"
6115,"Robot please take the orange from the kitchen to the storage table"
6116,"Could you please take my suitcase to the uber"
6117,"Robot please go to the dining room, locate a person standing, and answer a question"
6118,"Contact Charlie at the rear door and introduce her to everyone in the corridor."
6119,"Could you accompany Alex from the desk to the couch"
6120,"Robot please meet Mary at the bookcase and follow her to the living room"
6121,"Please navigate to the entrance, meet Skyler, and escort her to the desk"
6122,"Tell me the gender of the person in the living room"
6123,"Could you please give me the left most object from the storage table"
6124,"Go to the kitchen, look for a person sitting, and answer a question"
6125,"Robot please meet Jennifer at the bed and follow her"
6126,"Could you navigate to the bookcase, meet James, and follow him"
6127,"Locate the bowl in the living room"
6128,"The living room"
6129,"Follow Skyler"
6130,"Follow John from the dishwasher to the corridor"
6131,"Bring me the lightest food from the cupboard"
6132,"Could you look for three cleaning stuff in the dining room"
6133,"Tell me how many people in the corridor are standing"
6134,"The living room"
6135,"Tell me what's the thinnest object on the dining table"
6136,"Look for the fruits in the bedroom"
6137,"Could you bring me the heaviest containers from the desk"
6138,"Could you please meet Francis at the entrance and follow her to the corridor"
6139,"Bring me the fruits"
6140,"Go to the sink, meet James, and follow him"
6141,"Give me the fruits"
6142,"Accompany William from the end table to the exit"
6143,"Meet Francis at the entrance, follow him, and navigate to the dining room"
6144,"Get the paprika from the end table and give it to me"
6145,"Take Robert from the entrance to the couch"
6146,"Robot please meet John at the couch, follow him, and navigate to the kitchen"
6147,"Please meet Skyler at the entrance, follow him, and navigate to the living room"
6148,"Robot please take my baggage to the taxi"
6149,"Bring me the largest object from the storage table"
6150,"Meet Robin at the bookcase, follow her, and navigate to the living room"
6151,"Go to the living room, locate a female person, and tell something about yourself"
6152,"Could you give me the orange from the counter"
6153,"Find Michael at the front door and introduce him to everyone in the dining room."
6154,"Robot please guide Francis from the bed to the couch"
6155,"Robot please take the cloth and place it on the desk"
6156,"Could you please give me the biggest object from the end table"
6157,"Put the bowl on the sink"
6158,"Could you please navigate to the bed, meet Linda, and follow her"
6159,"Robot please get the bowl from the side table and give it to Francis at the bookcase"
6160,"Robot please accompany Skyler from the dining table to the desk"
6161,"Please dump the junk"
6162,"Meet John at the end table and escort him to the dishwasher"
6163,"Robot please navigate to the sink, find the bowl, and bring it to Michael at the entrance"
6164,"Meet John at the couch, follow him, and go to the kitchen"
6165,"Take the pringles from the bookcase and place it on the desk"
6166,"Locate three cutlery in the dining room"
6167,"Bring me the left most object from the end table"
6168,"Robot please locate the fruits in the living room"
6169,"Meet William at the bed and follow him to the dining room"
6170,"Bring me the cloth"
6171,"Could you take the cup to the bookcase"
6172,"Escort Michael to the couch, you can find him at the entrance"
6173,"Robot please face Linda at the rear entrance and introduce her to all the people in the kitchen."
6174,"Escort Robert to the bed"
6175,"Could you meet Robert at the bookcase, follow him, and navigate to the dining room"
6176,"Meet Jennifer at the exit, follow her, and go to the kitchen"
6177,"Please go to the exit, meet Michael, and follow him"
6178,"Robot please greet Charlie at the end table and guide him to his uber"
6179,"Meet James at the couch, follow him, and escort him back"
6180,"Robot please follow William from the exit to the dining room"
6181,"Go to the sink, meet Jennifer, and follow her"
6182,"Give drinks to everyone in the dining room."
6183,"Could you give me the lightest object from the bookcase"
6184,"Could you answer a question to the person raising their right arm in the corridor"
6185,"Tell me the name of the person in the living room"
6186,"Go to the corridor, locate a man, and tell the time"
6187,"Robot please take the bowl from the bookcase and place it on the end table"
6188,"Could you please go to the sink, meet William, and guide him to the desk"
6189,"Robot please meet William at the bookcase and escort him to the end table"
6190,"Give me the object under the apple from the bookcase"
6191,"Could you please meet John at the end table and follow him to the kitchen"
6192,"Could you please meet Skyler at the bed, follow her, and escort her back"
6193,"Meet William at the desk and follow him"
6194,"Navigate to the entrance, meet Robert, and follow him"
6195,"Bring me the right most object from the dining table"
6196,"Please follow Jennifer"
6197,"Follow Robin from the couch to the bedroom"
6198,"Give me the object above the apple from the counter"
6199,"Take my suitcase to the taxi"
6200,"Please tell me how many people in the bedroom are men"
6201,"Meet Jennifer and lead her"
6202,"Meet Michael at the dining table, follow him, and go to the corridor"
6203,"Could you please escort Elizabeth from the entrance to the entrance"
6204,"Bring the apple to me"
6205,"Follow Skyler from the bookcase to the bedroom"
6206,"Could you please meet Skyler at the bed and take her to the couch"
6207,"Follow Skyler"
6208,"Look for a man in the bedroom and say the time"
6209,"Could you greet Robin at the sink and ask him to leave"
6210,"Go to the end table, find the tray, and place it on the storage table"
6211,"Greet Linda at the dining table and introduce it to Charlie at the end table"
6212,"Navigate to the counter, find the tray, and put it on the storage table"
6213,"Arrange drinks to all the people in the living room."
6214,"Could you Tell me what's the thinnest object on the side table"
6215,"Follow Robin from the desk to the kitchen"
6216,"Go to the kitchen, look for a person standing, and answer a question"
6217,"Take the cloth from the counter and put it on the bookcase"
6218,"Give me the fruits"
6219,"Escort William from the end table to the dishwasher"
6220,"Look for the containers in the corridor"
6221,"Robot please bring me the heaviest cleaning stuff from the desk"
6222,"Follow Patricia from the end table to the kitchen"
6223,"Robot please locate the cascade pod in the bedroom"
6224,"Grasp the bowl from the desk and put it on the counter"
6225,"Tell me how many people in the kitchen are standing"
6226,"Serve snacks to everyone in the living room."
6227,"Could you please meet Robin and lead her"
6228,"Meet Skyler at the bookcase, follow her, and lead her back"
6229,"Robot please find the bowl in the kitchen"
6230,"Meet Alex at the desk, follow him, and navigate to the bedroom"
6231,"Follow Elizabeth from the sink to the kitchen"
6232,"Locate the drinks in the dining room"
6233,"Escort Alex to the dishwasher, you will find her at the dining table"
6234,"Meet Robin at the exit, follow him, and go to the living room"
6235,"Tell me which are the three biggest objects on the side table"
6236,"Meet Mary at the entrance and escort her to the bookcase"
6237,"Meet Patricia at the sink, follow her, and navigate to the corridor"
6238,"Could you meet Charlie at the exit and follow her to the dining room"
6239,"Look for the tray in the dining room"
6240,"Distribute drinks to everyone in the living room."
6241,"Look for the containers in the dining room"
6242,"Could you please meet Robin at the couch, follow her, and go to the kitchen"
6243,"Take the cloth from the desk and bring it to Robin at the dining table"
6244,"Could you meet Skyler and lead him"
6245,"Provide snacks to all the elders in the corridor."
6246,"Meet William at the end table, follow him, and go to the bedroom"
6247,"Tell me the name of the person in the living room"
6248,"Robot please meet Robert at the end table, follow him, and go to the kitchen"
6249,"Take the chocolate drink to the cupboard"
6250,"Robot please take the paprika from the corridor to the counter"
6251,"Please bring me the lightest object from the sink"
6252,"Please serve snacks to all the women in the dining room."
6253,"Robot please meet Alex at the entrance and guide her to the dining table"
6254,"Give the cloth to me"
6255,"Could you please go to the desk, locate the bowl, and put it on the end table"
6256,"Tell me how many cereal there are on the cupboard"
6257,"Meet Skyler at the sink, follow him, and guide him back"
6258,"Greet Jennifer at the back door and introduce her to everyone in the living room."
6259,"Please find three containers in the kitchen"
6260,"Navigate to the dining room, look for a person lying down, and say something about yourself"
6261,"Contact Charlie at the dining table and ask her to leave"
6262,"Tell me what's the biggest object on the cupboard"
6263,"Locate the fruits in the living room"
6264,"Navigate to the bookcase, meet Francis, and follow him"
6265,"Tell me the pose of the person at the exit"
6266,"Robot please pick up the orange from the end table and place it on the counter"
6267,"Please pick up the apple and place it on the dining table"
6268,"Could you please Tell me the pose of the person at the dining table"
6269,"Guide Charlie from the couch to the entrance"
6270,"Robot please meet Linda at the exit, follow her, and take her back"
6271,"Could you bring the paprika from the kitchen to the desk"
6272,"Bring me the apple from the cupboard"
6273,"Greet Michael at the exit and lead him to his taxi"
6274,"Meet Patricia at the exit, follow her, and navigate to the bedroom"
